"ActivityType" "SubjectID" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyBodyAccJerkMag.mean" "fBodyBodyAccJerkMag.std" "fBodyBodyGyroMag.mean" "fBodyBodyGyroMag.std" "fBodyBodyGyroJerkMag.mean" "fBodyBodyGyroJerkMag.std"
"LAYING" 11 0.277885399 -0.0168074081071429 -0.110331565628571 -0.908381228 -0.838901930162857 -0.918428529428571 0.322391745142857 0.555854874328571 0.140638387671429 -0.982579022714286 -0.981344093714286 -0.978619627 0.0786527729871429 0.0116736400684286 0.004765283313 -0.907066084714286 -0.862552861028571 -0.950244300428571 -0.0203402150682857 -0.0653098313557143 0.100087463457143 -0.933286527142857 -0.920840540714286 -0.893371379142857 -0.102722029257143 -0.0446425466385714 -0.05789362828 -0.927000544571429 -0.957219004714286 -0.930638703 -0.883341029 -0.906244118714286 -0.883341029 -0.906244118714286 -0.902570428857143 -0.89848299 -0.884020097714286 -0.908840244285714 -0.943490932142857 -0.956002380714286 -0.903627767714286 -0.845995878215714 -0.930214633285714 -0.910394999857143 -0.845183003817143 -0.917913413428571 -0.911659098571429 -0.872596498828571 -0.945466562571429 -0.910631824571429 -0.860724678704286 -0.953613194714286 -0.920134622142857 -0.935756318428571 -0.887653935142857 -0.937582027 -0.913739549714286 -0.905358437857143 -0.905523026142857 -0.921142425714286 -0.898241002 -0.898437528714286 -0.923978853142857 -0.914830456 -0.957532947571429 -0.956960514714286
"LAYING" 12 0.281338205454545 -0.0163149657623377 -0.105432158194805 -0.178249712022078 -0.0983864318675325 -0.499305237142857 0.770561618441558 -0.0740862285714286 0.0731035175844156 -0.967120818831169 -0.962506097792208 -0.951324575714286 0.0487397832142857 0.00861446127896104 0.00595893985376623 -0.144631136220779 -0.112610079353896 -0.589456916493507 -0.108024363606364 -0.0367383369415584 0.0953278897805195 -0.532405118061039 -0.526003768051948 -0.414287122844156 -0.0686464124753247 -0.0486257930974026 -0.0476796392848052 -0.42260291712987 -0.634212207142857 -0.484187583285714 -0.153859497750649 -0.232439034411688 -0.153859497750649 -0.232439034411688 -0.237420200379221 -0.122050247736364 -0.375683252825974 -0.466462836744675 -0.556450776233766 -0.587689141428571 -0.155560162818182 -0.0627058868181818 -0.507331089090909 -0.188891438376623 -0.176790089688312 -0.537560076363636 -0.180832786207792 -0.159951238037792 -0.561998165064935 -0.184103749118182 -0.121600494246753 -0.615376901428571 -0.391150653349351 -0.528819404415584 -0.347049451 -0.578159597298701 -0.530646048701299 -0.495461585974026 -0.182627295883117 -0.383266336755844 -0.117780922261039 -0.133819883011688 -0.491175256994805 -0.542182041818182 -0.595147032961039 -0.608427144935065
"LAYING" 13 0.272604287358491 -0.0203341442833962 -0.117417348773585 -0.250474168209434 -0.0248572052528302 -0.152761936466038 0.883782373396226 -0.288669467358491 -0.213272096389811 -0.951203268490566 -0.932071793773585 -0.893415611509434 0.0744443656358491 -0.0295752558132075 -0.0298846937169811 -0.359722099641509 -0.31550243254717 -0.506096587433962 -0.12206035810566 -0.0131124416396226 0.13999997996566 -0.520233998113208 -0.269674331679245 -0.289722818509434 -0.0720365009811321 -0.0405329991207547 -0.0664261424716981 -0.618632162075472 -0.432566772056604 -0.548862076981132 -0.114266518403774 -0.231716636962264 -0.114266518403774 -0.231716636962264 -0.358863981358491 -0.309545689788679 -0.173639698454717 -0.336328635377358 -0.488246519169811 -0.452693279386792 -0.298317424622641 -0.122787089584906 -0.278592046609434 -0.234433969037736 -0.0410663542528302 -0.158118268029245 -0.387780127903774 -0.359089568773585 -0.476165751875472 -0.388429235716981 -0.314215874245283 -0.534435497358491 -0.460713944716981 -0.284189914416981 -0.306892493075472 -0.543067696226415 -0.273720351209434 -0.352021338113208 -0.231670346224528 -0.353308511886792 -0.290536327403774 -0.340242345938868 -0.348970361226415 -0.449760260377359 -0.440016410620755 -0.510063446726415
"LAYING" 14 0.253078968607595 -0.00770543346708861 -0.0884574306891139 -0.947261345620253 -0.899566184949367 -0.890369427417722 0.711395985746835 -0.00205153494050633 0.000664368696202529 -0.915332782278481 -0.934708596405063 -0.892934856962025 0.0855032730722785 -0.0108883639231899 -0.0283763768800127 -0.977181294050633 -0.966443587594937 -0.972727235063291 -0.0169216817035443 -0.100544637389873 0.118602967620253 -0.967147160126582 -0.940057897848101 -0.945190889240506 -0.0987597908734177 -0.0459680406177215 -0.0507304301213924 -0.975616747974684 -0.973783040886076 -0.978955200253165 -0.913035693544304 -0.874405391518987 -0.913035693544304 -0.874405391518987 -0.973879904556962 -0.968729421772152 -0.919083641518987 -0.923471537721519 -0.979128513544304 -0.969897292658228 -0.955284275696203 -0.922917913037975 -0.924383356075949 -0.944678665481013 -0.894759010379747 -0.88191815956962 -0.977137801392405 -0.967399188987342 -0.968353824936709 -0.979410380759494 -0.967844820379747 -0.975895419493671 -0.961673443037975 -0.947164033797468 -0.947250864683544 -0.969062784683544 -0.93678491721519 -0.949690060253165 -0.910334326594937 -0.877556776202532 -0.969369194936709 -0.967114949493671 -0.941435265822785 -0.925547623924051 -0.972122341518987 -0.969167267594937
"LAYING" 15 0.287911033472222 -0.0171226796470833 -0.119464630583333 -0.976526042361111 -0.963706254444444 -0.938694612777778 0.170546618666667 0.639752747805556 0.024666156375 -0.966802660138889 -0.984506836805556 -0.954170057083333 0.076273242125 0.0133229914027778 -0.006316667095 -0.982330313472222 -0.972259234444444 -0.980086008472222 -0.0158073550986111 -0.061582387625 0.115042888388889 -0.964846935 -0.965559477777778 -0.962811329305556 -0.102333840597222 -0.0425440605833333 -0.0633888634013889 -0.977887595833333 -0.982171321111111 -0.98278191875 -0.96021295875 -0.950085911805556 -0.96021295875 -0.950085911805556 -0.981180930138889 -0.974913948611111 -0.950713748055556 -0.93370476 -0.985514516805556 -0.976190567083333 -0.977433820138889 -0.963853059861111 -0.957320784027778 -0.976340813611111 -0.965205171944444 -0.933991557222222 -0.982013816944444 -0.972025193611111 -0.976873638472222 -0.984367292916667 -0.974647346805556 -0.981960190277778 -0.962706485138889 -0.967755052222222 -0.963245022916667 -0.965928195694444 -0.964826971666667 -0.96608695875 -0.960409178472222 -0.952300535 -0.975031971805556 -0.973629575972222 -0.953069272916667 -0.933625468472222 -0.978011638194444 -0.975319110555556
"LAYING" 16 0.275188606805556 -0.0148888983672222 -0.104379210208333 -0.990740704305556 -0.963249163194444 -0.974020267222222 0.668882532888889 -0.0324553031388889 0.302318890597222 -0.987664500416667 -0.976984250972222 -0.97627341 0.075786709375 0.0114923844940278 -0.00405221551472222 -0.992135276944444 -0.985779319444444 -0.98788842625 -0.0442895079027778 -0.0658139889166667 0.0807945255416667 -0.982327349305556 -0.974092070694444 -0.974989055833333 -0.0949514442916667 -0.0414982983402778 -0.059524767575 -0.990200615138889 -0.993097743333333 -0.993122904305556 -0.978708460555556 -0.972643600277778 -0.978708460555556 -0.972643600277778 -0.990113857777778 -0.989021853611111 -0.954182975694444 -0.955760299305556 -0.994026784444444 -0.991845889305556 -0.991299680277778 -0.9707247225 -0.979533591388889 -0.990618498472222 -0.961694343055556 -0.972321807222222 -0.992292682916667 -0.985807843472222 -0.985945661666667 -0.992656263333333 -0.986813158472222 -0.988412640555556 -0.980669874305556 -0.978886473472222 -0.9749503925 -0.983091664027778 -0.971740028611111 -0.977469003472222 -0.977703128472222 -0.973796089444444 -0.988530886805556 -0.988563929305556 -0.968395385694444 -0.955733783472222 -0.992553037777778 -0.991310838888889
"LAYING" 17 0.270966471315069 -0.0153212033767123 -0.111702588246575 -0.961570900273973 -0.929635609232877 -0.943900716164384 0.234325161917808 0.431975197328767 0.30772095739726 -0.967622843150685 -0.970627694109589 -0.96057559630137 0.0771421059315068 0.00132125638068493 0.00261236935958904 -0.971283410136986 -0.956381068863014 -0.97448188109589 -0.0240690087375342 -0.0900611572328767 0.102735525689041 -0.965774144246575 -0.960110963972603 -0.961929607945205 -0.103164626794521 -0.0362328885753425 -0.0572562011205479 -0.970423912054795 -0.979750677123288 -0.978472603287671 -0.942997075616438 -0.942423881643836 -0.942997075616438 -0.942423881643836 -0.968569430684932 -0.964978501917808 -0.943559333561644 -0.945026370273973 -0.978879830136986 -0.976769554109589 -0.965975903972603 -0.938372340284932 -0.956978127808219 -0.960004430821918 -0.929059574671233 -0.94080465260274 -0.973473070958904 -0.959849087945206 -0.971920928082192 -0.971666841232877 -0.955741060109589 -0.975612978082192 -0.959878983287671 -0.965905642191781 -0.964717855342466 -0.967754996164384 -0.957315052054795 -0.96450307890411 -0.95204044109589 -0.945722094794521 -0.968228080547945 -0.96059503530137 -0.958714742465753 -0.94582205739726 -0.978172630684932 -0.976280556438356
"LAYING" 18 0.276606306315789 -0.0186773376647368 -0.103361255210526 -0.356970902894737 -0.221419477802632 -0.415659110131579 0.919836316578947 -0.249758268026316 -0.0835448835 -0.972039974868421 -0.958204108289474 -0.951414379210526 0.0861222447355263 0.0197788083394737 -0.00876496945131579 -0.391219671184211 -0.373778333947368 -0.6404867225 -0.0471209223203947 -0.0638321691617105 0.0870754950868421 -0.629038544342105 -0.543486061184211 -0.488140183552632 -0.0919710711947368 -0.0437953702092105 -0.0612954443444737 -0.622875765394737 -0.719245763289474 -0.649240789342105 -0.288706181315789 -0.378270599407895 -0.288706181315789 -0.378270599407895 -0.420614541184211 -0.421913405 -0.457804519736842 -0.575407531684211 -0.664406838289474 -0.742424829736842 -0.370613253684211 -0.260624561184211 -0.487691941842105 -0.352232166710526 -0.251275321473684 -0.422984416973684 -0.4284112125 -0.406558673289474 -0.605929393815789 -0.406864088289474 -0.380588610526316 -0.674322985394737 -0.567054587868421 -0.597498081184211 -0.495800523815789 -0.651836736407895 -0.51887780381579 -0.533933186315789 -0.365575728947368 -0.483187555263158 -0.412908389342105 -0.438099103947368 -0.622072021578947 -0.620116279447368 -0.729666921184211 -0.779551443289474
"LAYING" 19 0.258661124094595 -0.0200370375415 -0.126811414429432 0.164427696310811 0.292412113846622 -0.0809279563324324 0.89630624 -0.249446294459459 -0.131071877013513 -0.93196581027027 -0.938038506216216 -0.905335660135135 0.0803646653201351 0.0206907121135135 0.00168027098648649 0.219535527167703 0.159252024327027 -0.150957386040541 -0.084317200247973 -0.0466274817324324 0.0878804108986486 -0.0278254975972973 -0.0550412126081081 -0.0633723436364865 -0.0629022670432432 -0.049151980627027 -0.052494303872973 0.0417797966608108 -0.197853898508108 -0.104293076342838 0.250613098991892 0.0656806341206757 0.250613098991892 0.0656806341206757 0.190919605105405 0.142062875021622 0.174589109932432 -0.0133372563081081 -0.0953337491594595 -0.215176547944595 0.138276824633649 0.266565044736216 -0.0405185800810811 0.172111696302703 0.222943854147973 -0.183853309444595 0.151323764943784 0.0905087811337838 -0.0868228899189189 0.179940861386486 0.155912316216486 -0.214089379306622 0.184334060418919 -0.0147934604027027 0.0713409186010811 -0.0978691691310811 -0.0899700331648649 -0.201130828297297 0.209555093895946 -0.192988285364865 0.206132713534865 0.0417204251891892 -0.044746847772973 -0.169540011574324 -0.200936638175676 -0.292538102324324
"LAYING" 20 0.25965922322807 -0.0249182772 -0.118517314105263 -0.322326688908772 -0.0995453555105263 -0.382565975175439 0.798148197017544 -0.459130727017544 -0.111487703859649 -0.938347257017544 -0.927036135614035 -0.909000724035088 0.0815678831789474 0.0116865550192982 -0.0167649303552632 -0.386382497333333 -0.430436459368421 -0.615666400526316 0.0333218280649123 -0.129117945640351 0.0599392416087719 -0.587772385263158 -0.316494398761228 -0.0843145864631579 -0.130995953252456 -0.0203936288842105 -0.0340552316140351 -0.578757277368421 -0.532214489473684 -0.435168905842105 -0.217951351259649 -0.355689593614035 -0.217951351259649 -0.355689593614035 -0.436426800105263 -0.403254388350877 -0.212831505561404 -0.400865051894737 -0.519788814385965 -0.566913385087719 -0.341387807140351 -0.231501952684211 -0.452332396842105 -0.316451899733333 -0.0947038041842105 -0.394142454649123 -0.432981794575439 -0.462813783707018 -0.593868763859649 -0.393882144961404 -0.434105141192982 -0.635930561754386 -0.494295915175439 -0.346639291012281 -0.143372832075439 -0.618860111929825 -0.305031515017544 -0.151212403096491 -0.369227560017544 -0.449265843719298 -0.386785895673684 -0.432124232157895 -0.437660683491228 -0.480725954736842 -0.567116289473684 -0.598966713157895
